hb,hb_shuffled,bin_edges
5.999999999999999,8.0,0.13175
4.999999999999998,6.0,0.13225
2.999999999999998,8.000000000000002,0.13275
2.9999999999999996,8.0,0.13325
7.0,8.999999999999998,0.13375
6.0,9.000000000000002,0.13425
4.9999999999999964,7.000000000000001,0.13475
6.0,8.000000000000002,0.13525
8.999999999999996,9.0,0.13575
11.000000000000002,9.0,0.13625
11.0,6.0,0.13675
10.000000000000002,7.0,0.13725
12.0,6.0,0.13775
11.0,4.999999999999999,0.13825
10.999999999999996,3.0,0.13875
9.999999999999998,2.9999999999999996,0.13925
5.999999999999998,3.9999999999999996,0.13975
9.000000000000002,5.0,0.14025
7.999999999999999,6.0,0.14075000000000001
8.000000000000002,10.000000000000002,0.14125000000000001
7.0,10.0,0.14175000000000001
6.999999999999999,12.0,0.14225000000000002
6.999999999999999,14.0,0.14275000000000002
4.999999999999998,14.0,0.14325000000000002
5.999999999999999,14.0,0.14375000000000002
6.0,11.0,0.14425000000000002
5.0,9.000000000000002,0.14475000000000002
5.999999999999999,6.999999999999999,0.14525000000000002
6.999999999999999,4.999999999999998,0.14575000000000002
6.0,6.0,0.14625000000000002
3.9999999999999982,4.999999999999999,0.14675000000000002
4.999999999999999,4.999999999999999,0.14725000000000002
4.999999999999999,8.999999999999998,0.14775000000000002
4.000000000000001,10.999999999999998,0.14825000000000002
4.999999999999998,11.0,0.14875000000000002
7.0000000000000036,9.0,0.14925000000000002
7.0,8.999999999999998,0.14975000000000002
8.000000000000002,7.9999999999999964,0.15025000000000002
7.999999999999998,3.999999999999997,0.15075000000000002
8.0,3.9999999999999982,0.15125000000000002
6.999999999999998,3.9999999999999982,0.15175000000000002
7.000000000000003,3.9999999999999982,0.15224999999999997
7.999999999999996,6.0,0.15274999999999997
6.000000000000003,9.0,0.15324999999999997
4.999999999999998,9.0,0.15374999999999997
7.0,7.0,0.15424999999999997
6.0,6.0000000000000036,0.15474999999999997
5.000000000000001,9.0,0.15524999999999997
3.999999999999999,7.999999999999999,0.15574999999999997
5.000000000000001,6.0,0.15624999999999997
6.000000000000001,8.000000000000002,0.15674999999999997
6.000000000000003,9.000000000000002,0.15724999999999997
6.999999999999998,9.0,0.15774999999999997
5.999999999999999,6.0,0.15824999999999997
7.000000000000003,6.0,0.15874999999999997
6.999999999999998,7.0,0.15924999999999997
5.999999999999998,7.999999999999999,0.15974999999999998
4.000000000000001,7.0,0.16024999999999998
2.9999999999999973,8.0,0.16074999999999998
5.000000000000003,11.0,0.16124999999999998
4.999999999999999,10.999999999999998,0.16174999999999998
5.999999999999999,12.0,0.16224999999999998
5.999999999999998,8.999999999999998,0.16274999999999998
7.0,10.0,0.16324999999999998
7.999999999999998,12.0,0.16374999999999998
5.999999999999998,10.0,0.16424999999999998
5.999999999999999,12.000000000000002,0.16474999999999998
6.000000000000006,12.000000000000002,0.16524999999999998
5.999999999999996,12.000000000000002,0.16574999999999998
3.999999999999999,11.0,0.16624999999999998
2.9999999999999973,10.000000000000002,0.16674999999999998
3.0,12.0,0.16724999999999998
1.9999999999999967,10.0,0.16774999999999998
1.0000000000000022,8.999999999999998,0.16824999999999998
3.999999999999998,9.000000000000002,0.16874999999999998
6.000000000000004,9.0,0.16924999999999998
6.0,6.999999999999998,0.16974999999999998
6.999999999999998,5.999999999999999,0.17024999999999998
7.000000000000001,8.0,0.17074999999999999
7.0,5.999999999999999,0.17124999999999999
5.999999999999999,5.999999999999999,0.17174999999999999
5.000000000000001,9.0,0.17225
4.999999999999999,10.999999999999998,0.17275
4.000000000000003,8.999999999999998,0.17325
4.999999999999998,7.999999999999999,0.17375
4.000000000000001,8.999999999999998,0.17425
3.0000000000000013,10.0,0.17475
3.9999999999999973,9.0,0.17525
5.999999999999998,7.0,0.17575
6.0,7.0,0.17625
4.9999999999999964,6.0,0.17675
4.9999999999999964,6.999999999999999,0.17725
7.999999999999999,7.0,0.17775
6.999999999999996,4.999999999999999,0.17825
5.000000000000001,8.0,0.17875
5.9999999999999964,7.999999999999999,0.17925
8.0,9.0,0.17975
8.999999999999998,9.0,0.18025
5.0,10.000000000000004,0.18075
4.000000000000003,12.000000000000005,0.18125
3.9999999999999956,10.0,0.18175
3.9999999999999956,12.000000000000002,0.18225
1.9999999999999984,10.000000000000002,0.18275
1.999999999999999,8.000000000000002,0.18325
1.9999999999999967,7.000000000000001,0.18375
2.0000000000000013,6.000000000000001,0.18425
3.999999999999999,5.0,0.18475
3.0000000000000058,5.000000000000003,0.18525
4.000000000000001,5.0,0.18575
3.0000000000000004,7.000000000000001,0.18625
2.999999999999998,9.0,0.18675
3.9999999999999996,8.999999999999998,0.18725
4.0,9.999999999999998,0.18775
5.0000000000000036,8.0,0.18825
4.000000000000001,7.999999999999999,0.18875
4.000000000000003,6.9999999999999964,0.18925
4.999999999999998,5.999999999999999,0.18975
3.9999999999999956,5.999999999999999,0.19025
2.0000000000000004,6.000000000000001,0.19075
1.9999999999999978,5.000000000000001,0.19125
4.999999999999999,7.000000000000003,0.19175
5.0,8.0,0.19225
4.999999999999999,5.999999999999999,0.19275
7.000000000000003,7.0,0.19325
6.999999999999999,7.0,0.19375
6.9999999999999964,10.0,0.19425
5.000000000000001,9.000000000000002,0.19475
4.999999999999998,8.0,0.19525
4.999999999999998,8.999999999999998,0.19575
4.0,8.0,0.19625
3.999999999999999,10.000000000000002,0.19675
4.000000000000001,8.0,0.19725
3.9999999999999956,8.0,0.19775
4.0,8.0,0.19825
2.999999999999999,7.0,0.19875
2.0,6.000000000000004,0.19925
3.0,3.0,0.19975
